"ID Księgi"|"Wynik"|"Data przeprowadzenia"
"351860"|"Zakres przedmiotowy kontroli: sprawdzenie funkcjonowania podmiotu oraz wskazanie występujących nieprawidłowości w zakresie zgodności wykonywanej działalności leczniczej z przepisami ustawyz dnia 15 kwietnia 2011r. o działalności leczniczej (t.j. Dz. U. z 2013 r. poz.217) i przepisami powiązanymiWynik przeprowadzonej kontroli: pozytywny z nieprawidłowościami"|"2013-08-27"
"351867"|"Zakres przedmiotowy kontroli: sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t.j. Dz. U. z 2013 r. poz. 217). Wynik kontroli: pozytywny z nieprawidłowościami."|"2013-11-12"
"351868"|"Pozytywny z nieprawidłowościami."|"2014-06-05"
"351868"|"Pozytywny."|"2015-08-03"
"351869"|"Pozytywny."|"2014-05-14"
"351871"|"Pozytywny."|"2014-06-12"
"351874"|"Pozytywny."|"2014-06-16"
"351875"|"Podmiot nie funkcjonuje. Informacja do WUW z 19.09.2013 r."|"2013-09-17"
"351877"|"Pozytywny z nieprawidłowością."|"2014-07-22"
"351882"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.167.2014.DM"|"2014-11-14"
"351885"|"stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2013-09-30"
"351886"|"Na podstawie stwierdzonego, w wyniku kontroli, stanu faktycznego zespół kontrolujący ustalił, że działalność podmiotu leczniczego: ""ANESTVIP"" Spółka z ograniczonąodpowiedzialnością, ul. Strzelców Bytomskich 86A, 47-100 Strzelce Opolskie, jest zgodna z przepisami określającymi warunki wykonywania działalności leczniczej w zakresie:1) posiadania pomieszczeń, które odpowiadają określonym wymaganiom,2) stosowania wyrobów odpowiadających wymaganiom ustawy o wyrobach medycznych,3) zapewnienia udzielania świadczeń zdrowotnych przez osoby wykonujące zawód medyczny,4) posiadania aktualnej umowy ubezpieczenia odpowiedzialności cywilnej.Natomiast stwierdzono, że podmiot leczniczy naruszył przepisy ustawy o działalności leczniczej, tj.:1) art. 107 ust.1 - poprzez niezgłoszenie organowi prowadzącemu rejestr, w terminie 14 dni od dnia powstania zmiany danych objętych rejestrem, informacji o aktualnym ubezpieczeniu OC podmiotu leczniczego,2) art. 25 ust. 3 - poprzez nieprzekazanie organowi prowadzącemu rejestr, w terminie 7 dni od dnia zawarcia umowy, dokumentów potwierdzających posiadanie aktualnego ubezpieczenia odpowiedzialności cywilnej podmiotu leczniczego."|"2014-06-10"
"351892"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2014-02-13"
"351893"|"Na podstawie stwierdzonego, w wyniku kontroli, stanu faktycznego zespół kontrolujący ustalił, że działalność podmiotu leczniczego: ROBIS-MED Spółka z ograniczoną odpowiedzialnością, ul. Morawska 3/A, 48-100 Głubczyce jest zgodna z przepisami określającymi warunki wykonywania działalności leczniczej w zakresie:1) posiadania pomieszczeń, które odpowiadają określonym wymaganiom,2) stosowania wyrobów odpowiadających wymaganiom ustawy o wyrobach medycznych,3) zapewnienia udzielania świadczeń zdrowotnych przez osoby wykonujące zawód medyczny,4) posiadania aktualnej umowy ubezpieczenia odpowiedzialności cywilnej.Natomiast stwierdzono, że podmiot leczniczy naruszył przepisy ustawy o działalności leczniczej, tj.:1) art. 107 ust.1 - niezgłoszenie organowi prowadzącemu rejestr, w terminie 14 dni od dnia powstania zmiany danych objętych rejestrem, tj. informacji o obowiązkowym ubezpieczeniu OC podmiotu leczniczego - polisa Seria TPP Nr 29701570 z dnia 25.02.2014 r., zawarta na okres od 01.03.2014 r. do 28.02.2015 r.,2) art. 25 ust. 3 - nieprzekazanie organowi prowadzącemu rejestr, w terminie 7 dni od dnia zawarcia umowy, dokumentów potwierdzających posiadanie aktualnego ubezpieczenia odpowiedzialności cywilnej podmiotu leczniczego,3) art. 24 ust. 1 pkt. 6, 7 i 8 - nieujęcie w regulaminie organizacyjnym zapisów dotyczących:a) przebiegu procesu udzielania świadczeń zdrowotnych, z zapewnieniem właściwej dostępności i jakości tych świadczeń w jednostkach lub komórkachorganizacyjnych przedsiębiorstwa podmiotu,b) organizacji i zadań poszczególnych jednostek lub komórek organizacyjnych przedsiębiorstwa podmiotu oraz warunków współdziałania tych jednostek lubkomórek dla zapewnienia sprawnego i efektywnego funkcjonowania podmiotu pod względem diagnostyczno-leczniczym, pielęgnacyjnym, rehabilitacyjnymi administracyjno-gospodarczym,c) warunków współdziałania z innymi podmiotami wykonującymi działalność leczniczą w zakresie zapewnienia prawidłowości diagnostyki, leczenia,pielęgnacji i rehabilitacji pacjentów oraz ciągłości przebiegu procesu udzielania świadczeń zdrowotnych."|"2014-07-28"
"351894"|"stwierdzono uchybienia i wydano zalecenia pokontrolne "|"2013-09-24"
"351898"|"Na podstawie stwierdzonego, w wyniku kontroli, stanu faktycznego zespół kontrolujący ustalił, że działalność podmiotu leczniczego: Grzegorz Tomasz Cybulski,ul. Błonie 15, 47-206 Kędzierzyn-Koźle jest zgodna z przepisami określającymi warunki wykonywania działalności leczniczej w zakresie:1) posiadania pomieszczeń, które odpowiadają określonym wymaganiom,2) stosowania wyrobów odpowiadających wymaganiom ustawy o wyrobach medycznych,3) zapewnienia udzielania świadczeń zdrowotnych przez osoby wykonujące zawód medyczny,4) posiadania aktualnej umowy ubezpieczenia odpowiedzialności cywilnej.Natomiast stwierdzono, że podmiot leczniczy naruszył przepisy ustawy o działalności leczniczej, tj.:art. 23 ustawy, gdyż nie posiada regulaminu opracowanego zgodnie z aktualnymiprzepisami prawa. Przedłożony w trakcie kontroli regulamin organizacyjny został opracowany na podstawie uchylonej z dniem 1.07.2011 r. ustawy z dnia 30 sierpnia 1991 r. o zakładach opieki zdrowotnej."|"2014-08-29"
"351905"|"Pozytywny."|"2014-03-21"
"351907"|"Stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2015-01-19"
"351911"|"Nie wydano zaleceń pokontrolnych"|"2014-06-17"
"351912"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Struktura organizacyjna kontrolowanego przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. W dokumentacji kontrolowanej placówki zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionego lekarza.3. W Ośrodku Rehabilitacji umieszczono informacje o prawach pacjenta, zgodnie z określonym wymogiem.4. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.5. Dokumentacja medyczna prowadzona i przechowywana była zgodnie z określonymi wymogami.6. W Ośrodku Rehabilitacji realizowane były odpłatne świadczenia zdrowotne dla dorosłych i dzieci z zakresu rehabilitacji.7. W placówce prowadzone były działania w zakresie promocji zdrowia. "|"2014-12-05"
"351919"|"Pozytywny z nieprawidłowościami."|"2014-05-26"
"351919"|"Pozytywny."|"2015-07-29"
"351928"|"Pozytywny z nieprawidłowościami."|"2014-07-07"
"351928"|"Pozytywny z nieprawidłowościami."|"2015-07-06"
"351932"|"Pozytywny z nieprawidłowościami."|"2014-07-04"
"351932"|"Pozytywny."|"2015-07-03"
"351935"|"stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2013-09-24"
"351936"|"W wyniku kontroli w w jednostce organizacyjnej nr 01 ustalono:1. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.2. Podmiot posiadał zawartą umowę ubezpieczenia odpowiedzialności cywilnej zgodnie  z wymogami.3. W dokumentacji Przychodni Lekarskiej zgromadzono dokumenty potwierdzające prawo wykonywania zawodu akualnie zatrudnionej kadry lekarskiej, pielęgniarskiej i położnej.4. W kontrolowanej placówce umieszczono informację o prawach pacjenta, zgodnie z wymogiem.5. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.6. Dokumentacja medyczna przechowywana była zgodnie z wymogami.7. Nieprawidłowe prowadzenie indywidualnej i zbiorczej dokumentacji medycznej.8. Niezgodność struktury organizacyjnej kontrolowanej jednostki zgłoszonej do rejestru ze stanem faktycznym.9. Nieprzekazanie do rejestru dokumentu ubezpieczenia odpowiedzialności cywilnej, potwierdzającego zawarcie umowy ubezpieczenia.     "|"2015-05-12"
"351939"|"Stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2015-04-17"
"351942"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Pomieszczenia Centrum Medycznego spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.2. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.3. W dokumentacji Centrum Medycznego zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej.4. W kontrolowanej Placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.5. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.6. Dokumentacja medyczna przechowywana była zgodnie z wymogami.7. Niezgodność struktury organizacyjnej Centrum Medycznego, zgłoszonej do rejestru ze stanem faktycznym. 8. Nieprzekazanie do rejestru dokumentu ubezpieczenia odpowiedzialności cywilnej, potwierdzającej zawarcie umowy ubezpieczenia.       "|"2015-06-03"
"351945"|"Pozytywny z nieprawidłowościami."|"2014-08-21"
"351945"|"Pozytywny."|"2015-12-02"
"351946"|"Kontrola pozytywna. Nie stwierdzono nieprawidłowości. "|"2014-02-21"
"351947"|"W wyniku kontroli w komórce nr 010 ustalono:1. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.2. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z określonym przepisem.3. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.4. Niespełnienie wymogów określonych w przepisach w odniesieniu do brudownika i pomieszczenia higieniczno - sanitarnego.5. Brak zapewnienia dla potrzeb kontrolowanego Oddziału pomieszczenia specjalnie przeznaczonego na przechowywanie zwłok osoby zmałej w okresie pomiedzy stwierdzeniem zgonu a przewiezieniem ich do chłodni.6. Nieustalenie minimalnych norm zatrudnienia pielęgniarek i położnych w kontrolowanym podmiocie.7. Nieprawidłowe prowadzenie indywidualnej dokumentacji medycznej.8. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej.9. Niezabezpieczenie przed zniszczeniem, uszkodzeniem lub utratą i dostępem osób nieupoważnionych - bieżącej dokumentacji medycznej kontrolowanego Oddziału.  "|"2012-11-21"
"351947"|"W wyniku kontroli w komórkach nr 006, 007, 055, 057, 058, 061, 084 i 122 przedsiębiorstwa podmiotu (Szpital Kliniczny) ustalono:1. Podmiot zapewniał realizację świadczeń zdrowotnych z zakresu opieki okołoporodowej sprawowanej nad kobietom w okresie porodu, połogu oraz opieki nad noworodkiem w warunkach szpitalnych.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej, pielęgniarskiej oraz położnych.3. W kontrolowanych oddziałach zapewniono świadczenia w zakresie promocji zdrowia i profilaktyki chorób oraz edukacji matek i ich rodzin, dotyczące opieki i pielęgnacji noworodka.4. Szpital Kliniczny prowadził działania promujące karmienie piersią, ponadto posiadał w swoich strukturach Bank Mleka.5. Podmiot posiadał zawartą umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.6. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.7. W kontrolowanych oddziałach umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.8. Szpital Kliniczny posiadał opracowane minimalne normy zatrudnienia pielęgniarek i położnych, zgodnie z wymogami.9. Indywidualna dokumentacja medyczna w Oddziale położniczym i w Oddziale klinicznym neonatologicznym prowadzona i przechowywana była zgodnie z wymogami.10. Niespełnienie określonych wymagań w odniesieniu do niektórych pokojów pacjentek Oddziału położniczego i w odniesieniu do brudownika.11. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej.12. Nie przekazanie w dniu wypisu zgłoszenia o porodzie położnej rodzinnej.13. Umieszczenie na znaku identyfikacyjnym noworodka określonych informacji w sposób umożliwiający identyfikację noworodka przez osoby nieuprawnione, co jest niezgodne z wymogami.14. Niedostosowanie stanu zatrudnienia pielęgniarek i położnych, do określonych wymogów.15. Nieokazanie w trakcie kontroli dokumentacji potwierdzającej sprawność techniczną sprzętu, wyszczególnionego w protokole, znajdującego się na terenie Szpitala Klinicznego.   "|"2015-07-31"
"351952"|"Kontrola pozytywna."|"2014-02-25"
"351957"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Dom Narodzin zapewniał realizację świadczeń zdrowotnych z zakresu opieki okołoporodowej sprawowanej nad kobietą w okresie ciąży, porodu, połogu oraz opieki nad noworodkiem.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionego lekarza i położnych.3. Podmiot prowadził szkołę rodzenia dla kobiet w ciąży.4. Podmiot realizował świadczenia promujące zdrowy styl życia ze szczególnym uwzglednieniem tematyki związanej z okresem ciąży, porodu i połogu oraz z karmieniem naturalnym.5. W podmiocie zamieszczono infpormacje o prawach pacjenta, zgodnie z określonym wymogiem.6. Indywidualna dokumentacja medyczna pacjentów przechowywana była zgodnie z określonymi wymogami.7. Niewykonanie u noworodka czynności profilaktycznych wynikających z załącznika do rozporzadzenia w sprawie standardów opieki okołoporodowej.8. Nieprawidłowe prowadzenie indywidualnej i zbiorczej dokumentacji medycznej.9. Niewypełnienie obowiązku dotyczącego przekazania zgłoszenia o porodzie w dniu wypisu, położnej rodzinnej.10. Niespełnienie określonego wymogu w odniesieniu do sterylizatorni.11. Nieokazanie zw trakcie kontroli dokumentacji potwierdzającej sprawność techniczną detektora tętna płodu - UDT - 20WD, znajdującego sie na wyposażeniu Domu Narodzin.  "|"2014-11-17"
"351969"|"Zakres przedmiotowy kontroli: sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (Dz. U. Nr 112, poz. 654 z późn. zm.) i przepisami wydanymi na jej podstawie oraz aktami powiązanymi.Wynik przeprowadzonej kontroli: pozytywny."|"2013-07-25"
"351970"|"Zakres przedmiotowy kontroli - sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t.j. Dz. U. z 2013 r. poz. 217) i przepisami wydanymi na jej podstawie oraz aktami powiązanymiWynik przeprowadzonej kontroli - pozytywny z nieprawidłowościami"|"2013-08-05"
"351971"|"Stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2014-11-06"
"351976"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.2. Podmiot posiadał zawartą umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogiem.3. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.4. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.5. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.6. Dokumentacja medyczna przechowywana była zgodnie z wymogami.7. Nieprawidłowe prowadzenie indywidualnej i zbiorczej dokumentacji medycznej.8. Niezgodność struktury organizacyjnej przedsiębiorstwa podmiotu zgłoszonej do rejestru ze stanem faktycznym.  "|"2015-05-06"
"351980"|"Pozytywny z nieprawidłowościami."|"2014-09-08"
"351980"|"Pozytywny."|"2015-10-01"
"351982"|"Pozytywny z nieprawidłowościami."|"2014-07-11"
"351982"|"Pozytywny."|"2015-07-07"
"351983"|"Kontrolę oceniono pozytywnie z nieprawidłowościami."|"2015-08-18"
"351985"|"Pozytywny z nieprawidłowościami."|"2014-07-10"
"351985"|"Pozytywny."|"2015-07-01"
"351990"|"zakres przedmiotowy kontroli: zgodność wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011r. o działalności leczniczej (t.j. Dz.U. z 2013r. poz. 217 z późn. zm.) i przepisami powiązanymiwynik przeprowadzonej kontroli:pozytywny pomimo stwierdzonych nieprawidłowości"|"2015-03-09"
"351998"|"Pozytywny z nieprawidłowościami."|"2014-08-26"
"351998"|"Pozytywny."|"2015-12-07"
"352017"|"Pozytywny."|"2014-01-22"
"352020"|"Na podstawie stwierdzonego, w wyniku kontroli, stanu faktycznego zespół kontrolujący ustalił, że działalność podmiotu leczniczego: Maciej Piotr Wierzchowiec,ul. Traugutta 20, 48-130 Kietrz jest zgodna z przepisami określającymi warunki wykonywania działalności leczniczej w zakresie:1) posiadania pomieszczeń, które odpowiadają określonym wymaganiom,2) stosowania wyrobów odpowiadających wymaganiom ustawy o wyrobach medycznych,3) zapewnienia udzielania świadczeń zdrowotnych przez osoby wykonujące zawód medyczny,4) posiadania aktualnej umowy ubezpieczenia odpowiedzialności cywilnej.Natomiast stwierdzono, że podmiot leczniczy naruszył przepisy ustawy o działalności leczniczej, tj.:1) art. 24 ust. 2 ustawy, gdyż nie podał informacji o których mowa w art. 24 ust. 1 pkt. 9 (wysokość opłaty za udostępnienie dokumentacji medycznej) dowiadomości pacjentów w sposób zwyczajowo przyjęty,2) wpisano w regulaminie organizacyjnym nazwę podmiotu leczniczego, która jest niezgodna z nazwą wpisaną do księgi rejestrowej kontrolowanego podmiotuleczniczego."|"2014-09-18"
"352021"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Struktura organizacyjna Poradni określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru. 2. W dokumentacji Poradni zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionych lekarzy dentystów. 3. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.4. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych. 5. Indywidualna i zbiorcza dokumentacja medyczna przechowywana była zgodnie z określonymi wymogami.6. Nieprawidłowe prowadzenie indywidualnej dokumentacji medycznej. "|"2014-12-12"
"352023"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2014-06-05"
"352030"|"Wykonywanie zadań w kontrolowanym zakresie oceniono pozytywnie bez uchybień"|"2015-02-20"
"352032"|"Pozytywny."|"2014-04-24"
"352036"|"Stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2015-04-24"
"352042"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.148.2014.AP"|"2014-10-06"
"352047"|"Ocena pozytywna z nieprawidłowościami -PS-ZPSM.9612.14.2015"|"2015-08-03"
"352052"|"Stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2014-11-10"
"352053"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.1.1.2014.MD"|"2014-02-18"
"352053"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.64.2016.AM"|"2016-05-23"
"352056"|"Negatywny."|"2014-09-19"
"352069"|"Pozytywny z nieprawidłowościami."|"2014-07-29"
"352069"|"Pozytywny."|"2015-09-08"
"352073"|"Zakres przedmiotowy kontroli: sprawdzenie prawidłowości funkcjonowania podmiotu pod względem medycznym oraz wskazanie występujących nieprawidłowości w zakresie spełniania warunków do udzielania świadczeń zdrowotnych.  Wynik przeprowadzonej kontroli: pozytywny z uchybieniami."|"2013-11-15"
"352078"|"wydano 2 zalecenia pokontrolne"|"2015-07-09"
"352079"|"Na podstawie stwierdzonego, w wyniku kontroli, stanu faktycznego zespół kontrolujący ustalił, że działalność podmiotu leczniczego: GMW-EMBRIO SPÓŁKAZ OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ, ul. Obrońców Stalingradu 61, 45-594 Opole, jest zgodna z przepisami określającymi warunki wykonywania działalności leczniczej w zakresie:1) posiadania pomieszczeń, które odpowiadają określonym wymaganiom,2) stosowania wyrobów odpowiadających wymaganiom ustawy o wyrobach medycznych,3) zapewnienia udzielania świadczeń zdrowotnych przez osoby wykonujące zawód medyczny,4) posiadania aktualnej umowy ubezpieczenia odpowiedzialności cywilnej.Natomiast stwierdzono, że podmiot leczniczy naruszył przepisy ustawy o działalności leczniczej, tj.:1) art. 24 ust. 1 pkt. 9 oraz art. 24 ust. 2, gdyż nie umieścił w regulaminie organizacyjnym informacji o wysokości opłaty za udostępnienie dokumentacji medycznej i nie podał tej informacji do wiadomości pacjentów w sposób zwyczajowo przyjęty,2) art. 107 ust. 1, gdyż nie zgłosił organowi prowadzącemu rejestr zmiany danych objętych rejestrem w terminie 14 dni od dnia ich powstania, w zakresie informacji o obowiązkowym ubezpieczeniu OC podmiotu leczniczego,3) art. 25 ust. 3, gdyż nie przekazał organowi prowadzącemu rejestr, niezwłocznie nie później niż w terminie 7 dni od dnia zawarcia umowy,  dokumentów potwierdzających posiadanie aktualnego ubezpieczeniaodpowiedzialności cywilnej podmiotu leczniczego.Ponadto, podmiot leczniczy nie dokonał oznakowania (na zewnątrz) budynku, w którym znajdują się pomieszczenia podmiotu leczniczego."|"2014-10-24"
"352081"|"Pozytywny z nieprawidłowościami."|"2014-08-18"
"352081"|"Pozytywny."|"2015-11-30"
"352101"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.4.2014.DM"|"2014-01-28"
"352108"|"wydano 3 zalecenia pokontrolne"|"2015-07-09"
"352118"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.125.2014.MB"|"2014-08-13"
"352127"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2014-02-11"
"352136"|"W trakcie kontroli nieprawidłowości nie stwierdzono. Działalność podmiotu jest zgodna z dokumentacją rejestrową i odpowiada przepisom ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (Dz. U. z 2015 r. poz. 618 z późn. zm.) "|"2015-09-11"
"352138"|"Negatywny."|"2014-06-10"
"352141"|"Zakres przedmiotowy kontroli: zgodność zapisów w regulaminie organizacyjnym i rejestrze z prowadzoną działalnością, zabezpieczenie kadrowe zgodnie z profilem udzielanych świadczeń zdrowotnych, dokumentacja organizacyjna podmiotu leczniczego, przestrzeganie praw pacjenta, wizytacja pomieszczeń przedsiębiorstwa podmiotu leczniczegoWynik przeprowadzonej kontroli: pozytywny z nieprawidłowościami"|"2014-03-26"
"352158"|"Negatywny."|"2014-04-11"
"352158"|"Pozytywny."|"2014-09-19"
"352169"|"Nie wydano zaleceń pokontrolnych"|"2015-04-01"
"352180"|"kontrolę przeprowadzono w dniach 12.5-19.5.2014r. Stwierdzono uchybienia i wydano zalecenia pokontrolne."|"2014-05-19"
"352185"|"Pozytywny z nieparwidłowościami."|"2014-02-11"
"352185"|"Pozytywny."|"2015-12-01"
"352188"|"W wyniku kontroli w przedsiębiorstwie podmiotu Fourmed Przychodnia Specjalistyczna ustalono:1.Struktura organizacyjna kontrolowanego przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Regulamin organizacyjny zawierał wszystkie elementy ustawy.3. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.4. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.5. W dokumentacji Przychodni zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej, pielęgniarskiej i położnych.6.W placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.7. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.         "|"2015-10-23"
"352195"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.41.2014.AM"|"2014-03-28"
"352196"|"Zaleceń pokontrolnych nie wydano"|"2015-10-29"
"352202"|"Pozytywny z nieprawidłowościami."|"2014-10-23"
"352205"|"Pozytywny."|"2014-03-10"
"352210"|"Pozytywny z nieprawidłowościami."|"2014-10-07"
"352210"|"Pozytywny z nieprawidłowościami."|"2015-12-09"
"352213"|"Pozytywny z nieprawidłowościami."|"2014-10-27"
"352213"|"Pozytywny z nieprawidłowościami."|"2016-03-09"
"352218"|"Stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2014-10-28"
"352220"|"Pozytywny."|"2014-02-25"
"352221"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Struktura organizacyjna kontrolowanego przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.3. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionych lekarzy.4. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.5. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.6. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną bieżni rehabilitacyjnej firmy Hycon wykorzystywanej przy udzielaniu świadczeń medycznych.7. Dokumentacja medyczna przechowywana była zgodnie z wymogami.8. Nieustalenie regulaminu organizacyjnego podmiotu, co jest niezgodne z wymogiem.9. Nieprawidłowe prowadzenie indywidualnej dokumentacji medycznej.10. Nieprowadzenie Księgi przyjęć oraz Księgi zabiegów leczniczych, co jest niezgodne z wymogiem.11. Niezamieszczenie na stronie internetowej placówki informacji o zakresie udzielanych świadczeń zdrowotnych, co jest niezgodne z wymogami.      "|"2016-02-26"
"352222"|"Pozytywny z nieprawidłowościami."|"2014-11-06"
"352222"|"Pozytywny."|"2016-02-04"
"352224"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.114.2014.DM"|"2014-07-04"
"352225"|"Pozytywny z nieprawidłowościami."|"2014-10-01"
"352225"|"Pozytywny."|"2015-10-05"
"352227"|"pozytywna"|"2015-03-02"
"352240"|"Kontrola PS-ZP.9610.353.2014 w zakresie zgodności wykonywanej działalności z przepisami określającymi warunki wykonywania działalności leczniczej; ocena negatywna."|"2014-02-19"
