ID apteki	Nazwa	Status	Numer zezwolenia	Data wydania zezwolenia	Data cofnięcia zezwolenia	Data wygaszenia zezwolenia	Data uprawomocnienia zezwolenia	Data uprawomocnienia cofnięcia/wygaszenia zezwolenia	Data nadania rygoru natychmiastowej wykonalności dla cofnięcia zezwolenia	Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia	Województwo	Powiat	Gmina	Rodzaj ulicy	Ulica	Numer Budynku	Numer Lokalu	Miejscowość	Kod pocztowy	Poczta	Simc	Terc	Ulic
1198277	LAWENDA	aktywna	WIF.WA.II.8520.4.129.2015.DB	2015-11-18			2015-12-03				MAZOWIECKIE	legionowski	Jabłonna (gmina wiejska)	ul.	Zegrzyńska	8		Jabłonna	05-110	Jabłonna	3004	1408022	25984
1198640	Lawenda	aktywna	WIFBY-KK.8520.1.24.2015	2015-11-25			2015-12-09				KUJAWSKO-POMORSKIE	żniński	Barcin (miasto w gminie miejsko-wiejskiej)	ul.	4 Stycznia	43b		Barcin	88-190	Barcin	928825	419014	21468
1209896	LAWENDA	aktywna	FŁ-1256/PA/2016	2016-09-29			2016-10-15				ŁÓDZKIE	łódzki wschodni	Rzgów (obszar wiejski)	ul.	Stropowa	4		Starowa Góra	95-030		415801	1006105	21298
1105575	Lavenda	aktywna	WIF.BY.4022-43/1/Z-6/10	2010-07-07			2010-07-21				kujawsko-pomorskie	włocławski	Brześć Kujawski	ul.	Wierzbowa	7		Wieniec	87-880	Brześć Kuj.	859484	418045	24170
1126126	LAVENDA	aktywna	624	2012-01-02			2012-01-16				ZACHODNIOPOMORSKIE	gryfiński	Mieszkowice (miasto w gminie miejsko-wiejskiej)	ul.	Willowa	2b		Mieszkowice	74-505	Mieszkowice	979202	3206054	24317
1202838	LAVENDA	aktywna	817	2016-03-08			2016-03-22				ZACHODNIOPOMORSKIE	gryfiński	Moryń (miasto w gminie miejsko-wiejskiej)	ul.	Tadeusza Kościuszki	15		Moryń	74-503	Moryń	979283	3206064	9582
1067498	LAURY	aktywna	ŚLWIF.KA-4100-30/08	2008-03-17			2008-03-17				śląskie	tarnogórski	Radzionków		ŚW. WOJCIECHA	21		RADZIONKÓW	41-922				
1083422	LAUROWA	aktywna	WIF.WA.4100/97/06	2006-11-07			2006-11-22				MAZOWIECKIE	Warszawa	Białołęka (dzielnica)	ul.	Laurowa	39		Warszawa	03-197	Warszawa	988796	1465038	10716
1081483	LATOSZEK	aktywna	WIF.WA.II.8520.4.49.2013.DB	2013-05-22			2013-06-06				MAZOWIECKIE	grodziski	Podkowa Leśna (gmina miejska)	ul.	Gołębia	26	4B	Podkowa Leśna	05-807	Podkowa Leśna	921504	1405021	5761
1128832	LASKOWICKA	aktywna	WIIF.WR-I-8240/37/zezw./34/04	2004-06-14			2004-06-14				dolnośląskie	oławski	Jelcz-Laskowice	ul.	Kasztanowa	(pawilon)		Jelcz Laskowice	55-230				
1159484	LARIX	aktywna	FAA.766/A/90	1990-04-20			1990-04-20				dolnośląskie	polkowicki	Radwanice	pl.	Przemysłowa	7		Radwanice	59-160		367077	216062	17742
1173388	LANCET Chirurgia Jednego Dnia	aktywna	WIFOL.8540.4.2014	2014-06-05			2014-06-05				WARMIŃSKO-MAZURSKIE	Olsztyn	Olsztyn (gmina miejska)	al.	Aleja Wojska Polskiego	39		Olsztyn	10-295	Olsztyn	964465	2862011	33790
1045823	LAMBERTI	aktywna	WIF.PO.A-82400/27/10	2010-05-24			2010-05-24				wielkopolskie	międzychodzki	Kwilcz	ul.	GUMNA	4D		KWILCZ	64-320		587809	3014022	6373
1146572	Lafarma	aktywna	FARZ.420/389/01	2001-03-27			2001-03-27				podkarpackie	rzeszowski	Rzeszów	ul.	Lwowska	60		Rzeszów	35-301				
1146947	Lafarma	aktywna	FARZ420/537/02	2002-04-02			2002-04-02				podkarpackie	rzeszowski	Rzeszów	ul.	Warzywna	3		Rzeszów	35-310				
1146960	Lafarma	aktywna	FARZ.DA.8520.1450.2011	2011-06-27			2011-06-27				podkarpackie	rzeszowski	Rzeszów	ul.	Warszawska	5	7	Rzeszów	35-205				
1187028	Lafarma	aktywna	FARZ-DA.8520.2004.2015	2015-05-20			2015-06-04				PODKARPACKIE	przeworski	Kańczuga (miasto w gminie miejsko-wiejskiej)	ul.	Rynek	23		Kańczuga	37-220		972424	1814054	19253
1187323	Lafarma	aktywna	FARZ-DA.8520.2003.2015	2015-05-27			2015-06-11				PODKARPACKIE	leżajski	Nowa Sarzyna (miasto w gminie miejsko-wiejskiej)		1 Maja	7		Nowa Sarzyna	37-310		974788	1808054	
1087159	LA VIE	aktywna	WIF.WA.IV.8520.4.47.2011.DB	2011-07-08			2011-07-26				MAZOWIECKIE	Warszawa	Włochy (dzielnica)	ul.	Kleszczowa	18		Warszawa	02-485	Warszawa	988862	1465178	8525
1026283	L.J. Punkt Apteczny Lilla Jóźwiak	aktywna	FŁ-880/PA/2012	2012-04-26			2012-05-10				ŁÓDZKIE	zgierski	Aleksandrów Łódzki (obszar wiejski w gminie miejsko-wiejskiej)			39		Bełdów	95-070		412748	1020045	
1120504	Kwiaty Polskie II	aktywna	DNAiH.8520.1.135.2013	2013-10-23			2013-11-07				śląskie	Częstochowa	Częstochowa	al.	Aleja 11 Listopada	25		Częstochowa	42-200		930868	2464011	38296
1024358	Kwiaty Polskie	aktywna	FŁ-VII-4010-761/A/10	2010-06-09			2010-06-23				łódzkie	Piotrków Trybunalski	Piotrków Trybunalski	ul.	Kostromska	53		Piotrków Trybunalski	97-300		967430	1062011	9484
1026016	KWIATY POLSKIE	aktywna	FŁ-858/A/2011/2012	2012-01-02			2012-01-16				ŁÓDZKIE	kutnowski	Kutno (gmina miejska)	ul.	29 Listopada	32		Kutno	99-300		969103	1002011	11208
1026933	KWIATY POLSKIE	aktywna	WIF.KL-82400/9/10	2010-07-07			2010-07-21				wielkopolskie	Kalisz	Kalisz	ul.	HANKI SAWICKIEJ	7A		KALISZ	62-800				
1045354	KWIATY POLSKIE	aktywna	89/2011	2011-11-15			2011-11-30				WIELKOPOLSKIE	wrzesiński	Września (miasto w gminie miejsko-wiejskiej)	ul.	Opieszyn	10		Września	62-300	WRZEŚNIA	971637	3030054	15084
1049197	KWIATY POLSKIE	aktywna	69/2010	2010-08-30			2010-09-14				wielkopolskie	Konin	Konin	ul.	WIECHOWICZA	4		KONIN	62-510		948667	3062011	24022
1049415	KWIATY POLSKIE	aktywna	62/2010	2010-07-22			2010-08-07				wielkopolskie	turecki	Turek	ul.	KĄCZKOWSKIEGO	12		TUREK	62-700		949336	3027011	8285
1049428	KWIATY POLSKIE	aktywna	40/2011	2011-04-29			2011-05-13				wielkopolskie	kolski	Koło	ul.	WŁOCŁAWSKA	12		KOŁO	62-600		949052	3009011	24504
1051965	KWIATY POLSKIE	aktywna	WIF.KL-82400/13/10	2010-12-23			2011-01-06				wielkopolskie	ostrowski	Ostrów Wielkopolski (gmina miejska)	ul.	Wrocławska	81		Ostrów Wielkopolski	63-400		937132	3017011	24806
1052009	KWIATY POLSKIE	aktywna	WIF.KL-82400/10/2009	2009-05-14			2009-05-28				wielkopolskie	Kalisz	Kalisz	ul.	MARII KONOPNICKIEJ	2-4		KALISZ	62-800				
1185644	KWIATY POLSKIE	aktywna	FŁ-913/A/2012	2012-11-29			2012-12-14				ŁÓDZKIE	Skierniewice	Skierniewice (gmina miejska)	ul.	Stefana Okrzei	2/4		Skierniewice	96-100		976942	1063011	14914
1046642	KWIATY POLNE	aktywna	67/2008	2008-10-15			2008-10-15				wielkopolskie	Poznań	Poznań-Stare Miasto (delegatura)	os.	Stefana Batorego	79-79A	U4-U1	Poznań	60-687	Poznań	970224	3064059	889
1123466	KWIATY POLNE	aktywna	62/2013	2013-10-07			2013-10-21				wielkopolskie	Poznań	Poznań-Jeżyce (delegatura)	ul.	Sokoła	24		Poznań	60-644	POZNAŃ	969586	3064039	20495
1189227	KWIATY POLNE	aktywna	64/2012	2012-11-22			2012-12-06				WIELKOPOLSKIE	wągrowiecki	Wągrowiec (gmina miejska)	ul.	11 Listopada	1	4	Wągrowiec	62-100	WĄGROWIEC	967297	3028011	11205
1053744	KWIATOWA	aktywna	WIIF.PO.A-8240.1/79A/2001	2001-12-07			2001-12-21				wielkopolskie	Kalisz	Kalisz	ul.	KWIATOWA	1		KALISZ	62-800		936569	3061011	10562
1127984	KWIATOWA	aktywna	WIIF.WR.I.-9211/15/Konc./311/00	2000-04-25			2000-04-25				dolnośląskie	Wrocław	Wrocław	ul.	Bałtycka	1		Wrocław	51-120		986745	264049	656
1184871	KWIATOWA	aktywna	18/2015	2015-02-26			2015-03-12				WIELKOPOLSKIE	ostrzeszowski	Ostrzeszów (miasto w gminie miejsko-wiejskiej)	ul.	Łąkowa	10		Ostrzeszów	63-500	OSTRZESZÓW	937250	3018074	11596
1039386	KWADRAT	aktywna	WIF.OL-4020-2/06	2006-01-30			2006-01-30				WARMIŃSKO-MAZURSKIE	lidzbarski	Lidzbark Warmiński (gmina miejska)	ul.	Bartoszycka	12		Lidzbark Warmiński	11-100	Lidzbark Warmiński	964732	2809011	821
1124973	KURPIOWSKA	aktywna	WIF.WA.II.8520.4.14.2014.DB	2014-02-07			2014-02-22				MAZOWIECKIE	ostrołęcki	Kadzidło (gmina wiejska)	ul.	Kościuszki	6A	A1	Kadzidło	07-420	Kadzidło	511195	1415052	9572
1207923	KURPIOWSKA	aktywna	WIF.WA.II.8520.2.72.2016.DB	2016-07-29			2016-08-13				MAZOWIECKIE	ostrołęcki	Kadzidło (gmina wiejska)	ul.	Handlowa	5		Kadzidło	07-420	Kadzidło	511195	1415052	6507
1090982	KURPIANECZKA	aktywna	WIF.WA.4100/103/04	2004-10-19			2004-11-11				MAZOWIECKIE	ostrołęcki	Myszyniec (miasto w gminie miejsko-wiejskiej)	ul.	dr. Stanisława Pawłowskiego	7		Myszyniec	07-430	Myszyniec	514928	1415084	27509
1164154	Kunicka	aktywna	WIFG.8520.1.12.2012.ACH	2012-10-22			2012-11-08				lubuskie	żarski	Żary	ul.	Grunwaldzka	17A		Żary	68-200		988684	811021	6260
1133261	KUNICE	aktywna	WIF-WR-I.8520.1.59.2011	2011-10-25			2011-10-25				dolnośląskie	legnicki	Kunice	ul.	Ciepła	6		Kunice	59-216		364883	209042	3032
1170739	Kujawsko - Pomorskie Centrum Pulmonologii w Bydgoszczy	aktywna									KUJAWSKO-POMORSKIE	Bydgoszcz	Bydgoszcz (gmina miejska)	ul.	Seminaryjna	1		Bydgoszcz	85-826		928363	461011	19665
1110597	Kujawski	aktywna	WIFBY-KK.8530.1.11.2012	2012-12-05			2012-12-25				kujawsko-pomorskie	aleksandrowski	Aleksandrów Kujawski	ul.	1000-lecia	7		Służewo	87-710		857605	401042	4
1105081	Kujawska	aktywna	FAA-171-A/89	1989-10-02			1989-10-16				kujawsko-pomorskie	Włocławek	Włocławek	ul.	Długa	28		Włocławek	87-800		984752	464011	3839
1138133	Ku Zdrowiu	aktywna	381	2005-08-23			2005-08-23				zachodniopomorskie	Koszalin	Polanów	ul.	Koszalińska	1a		Polanów	76-010		950115	3209064	9509
1050905	KRZYZOWNIKI	aktywna	WIF.PO.A.8240.1/42/2003	2003-10-31			2003-11-14				wielkopolskie	poznański	Poznań	ul.	SIANOWSKA	151A		POZNAŃ	64-453				
1054371	KRZYWIŃSKA	aktywna	FAA-2009/A/90	1990-11-15			1990-11-29				wielkopolskie	kościański	Krzywiń	ul.	RYNEK	9		KRZYWIŃ	64-010		954544	3011044	19252
1054597	KRZYWIŃSKA	aktywna	WIF.PO.A.8240.1/43/2003	2003-11-05			2003-11-19				wielkopolskie	kościański	Krzywiń	ul.	GEN.CHŁAPOWSKIEGO	25		KRZYWIŃ	64-010				
1123861	KRZESINY	aktywna	50/2013	2013-08-26			2013-09-09				wielkopolskie	Poznań	Poznań	ul.	JAROSŁAWSKA	4		POZNAŃ	61-321		969770	3064049	7264
1030193	Krzemowa	aktywna	217/2003	2003-11-27			2003-11-27				pomorskie	Gdańsk		ul.	Krzemowa	1		Gdańsk	80-041				
1155519	KRYSTYNA	aktywna	LU-WIF.8520.9.2011	2011-03-18			2011-04-01				LUBELSKIE	łukowski	Wojcieszków (gmina wiejska)	ul.	Kościelna	32A		Wojcieszków	21-411		695367	611102	9546
1012516	Kruszyna	aktywna	FASK9211/69/98	1998-11-06			1998-11-20				ŁÓDZKIE	skierniewicki	Kowiesy (gmina wiejska)			74	Gminny Ośrodek Zdrowia	Kowiesy	96-111		729600	1015042	
1159691	KRÓTKA	aktywna	FALG/9211/7/94	1994-06-06			1994-06-06				dolnośląskie	Legnica	Legnica	ul.	Krótka	1		Legnica	59-220		954047	262011	10009
1027265	Królowej Jadwigi	aktywna	FAGD/9211/A-170/97	1997-02-13			1997-02-13				POMORSKIE	Gdynia	Gdynia (gmina miejska)	ul.	Kartuska	61		Gdynia	81-002		934100	2262011	8124
1052327	KRÓLOWEJ JADWIGI	aktywna	WIF.KL-8240.OA-13/2006	2006-09-22			2006-10-06				wielkopolskie	ostrowski	Ostrów Wielkopolski (gmina miejska)	ul.	Królowej Jadwigi	50		Ostrów Wielkopolski	63-400		937132	3017011	10003
1104114	Królewska	aktywna	51/12/98 (FAWE-9211/89/98)	1998-11-20			1998-12-04				kujawsko-pomorskie	włocławski	Kowal	ul.	Matejki	6		Kowal	87-820		985786	418011	12485
1129969	KRÓLEWSKA	aktywna	WIIF.WR-I-4000/2/zezw./47/09	2009-09-03			2009-09-03				dolnośląskie	Wrocław	Wrocław	ul.	Bolesława Krzywoustego	33a		Wrocław	51-165		986745	264049	13336
1133468	KRÓLEWSKA	aktywna	WIIF.WR-I-9211/148/Konc./277/99	2001-12-31			2001-12-31				dolnośląskie	świdnicki	Żarów	ul.	Armii Krajowej	44		Żarów	58-130		984746	219084	432
1133650	KRÓLEWSKA	aktywna	WIIF.WR-I-8240/92/zezw./112/02	2002-05-23			2002-05-23				dolnośląskie	kłodzki	Kłodzko	ul.	Wojska Polskiego	10		Kłodzko	57-300		984077	208021	24628
1160382	KRÓLEWSKA	aktywna	FAA.2778/A/91	1991-02-21			1991-02-21				dolnośląskie	świdnicki	Strzegom	al.	Wojska Polskiego	2		Strzegom	58-150		984551	219064	33764
1160400	KRÓLEWSKA	aktywna	72/97	1997-06-16			1997-06-16				dolnośląskie	świdnicki	Strzegom	ul.	Legnicka	14W		Strzegom	58-150		984551	219064	10780
1192459	KRÓLEWSKA	aktywna	15/2012	2012-03-09			2012-03-23				WIELKOPOLSKIE	Poznań	Poznań-Stare Miasto (delegatura)	os.	Stefana Batorego	17		Poznań	60-687	POZNAŃ	970224	3064059	889
1148284	KROŚNIEŃSKA	aktywna	WIFG.8250-12/10	2010-09-01			2010-09-01				lubuskie	krośnieński	Krosno Odrzańskie	ul.	Poznańska	19		Krosno Odrzańskie	66-600		988460	802064	17394
1018358	Krokus	aktywna	FŁ-VII-8240-364/A/05	2005-02-28			2005-03-14				ŁÓDZKIE	tomaszowski	Budziszewice (gmina wiejska)	ul.	Jana Chryzostoma Paska	62		Budziszewice	97-212		536841	1016032	15770
1079545	KROKUS	aktywna	FA.KR.4200-824-PA-50/2003/9/07/14/09	2009-06-22			2009-06-22				małopolskie	bocheński	Łapanów			25		Łapanów	32-740				
1100866	Krokus	aktywna	WIF.II.92-03/52/64/250/2000	2000-12-06			2000-12-21				kujawsko-pomorskie	nakielski	Nakło nad Notecią	ul.	Nakielska	19		Ślesin	89-121		92539	410035	13949
1131088	KROKUS	aktywna	FAJG-9211/K/21/95	1995-06-30			1995-06-30				DOLNOŚLĄSKIE	jeleniogórski	Szklarska Poręba (gmina miejska)	ul.	Jedności Narodowej	7		Szklarska Poręba	58-580	Szklarska Poręba	936368	206041	7435
1203544	KROKUS	aktywna	FAKR-I.8530.1.5.2016	2016-03-29			2016-03-29				MAŁOPOLSKIE	limanowski	Mszana Dolna (gmina wiejska)			546		Kasina Wielka	34-741	Kasina Wielka	450708	1207092	
1044958	KRESOWA	aktywna	WIIF.PO.A-8240.1/47B/2002	2002-06-03			2002-06-18				WIELKOPOLSKIE	Poznań	Poznań-Stare Miasto (delegatura)	ul.	Franciszka Stróżyńskiego	29		Poznań	60-688	POZNAŃ	970224	3064059	21304
1196931	Krakowskie Pogotowie Ratunkowe	aktywna	FA.KR.II.432-1/11	2011-02-14			2011-02-14				MAŁOPOLSKIE	Kraków	Kraków-Śródmieście (delegatura)	ul.	św. Łazarza	14		Kraków	31-530		951327	1261059	11555
1114445	Krakowskie Centrum Kardiologii Inwazyjnej, Elektroterapii i Angiologii	aktywna	FAKR-I.8540.9.2013	2013-02-14			2013-02-14				małopolskie	Kraków	Kraków	ul.	Bochenka	12		Kraków	30-693		950960	1261049	1505
1190643	Krakowski Szpital Specjalistyczny im. Jana Pawła II	aktywna	FAKR-I.8540.4.2014	2014-03-19			2014-03-19				MAŁOPOLSKIE	Kraków	Kraków-Krowodrza (delegatura)	ul.	Prądnicka	80		Kraków	31-202		950470	1261029	17466
1180131	Krajmed Centrum Nowoczesnej Laryngologii w Warszawie	aktywna	WIF.WA.I.8540.20.28.2014.IG	2014-11-12							MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Wałbrzyska	11	55, 56	Warszawa	02-739	Warszawa	918130	1465058	23582
1099520	Krajeńska	aktywna	FAA-1019/A/90	1990-06-15			1990-07-12				kujawsko-pomorskie	sępoleński	Kamień Krajeński	ul.	Główna	21		Kamień Krajeński	89-430		929210	413014	5635
1065107	Koziańskie Centrum Leków	aktywna	ŚLWIF.KA-8520.1.55.2011	2011-05-26			2011-05-26				śląskie	bielski	Kozy		PRZECZNIA	2		KOZY	43-340		58028	2402072	17648
1131424	KOWARSKA	aktywna	WIIF.WR.I.-9211/117/Konc./343/00	2000-09-18			2000-09-18				dolnośląskie	jeleniogórski	Kowary	ul.	1 Maja	2a		Kowary	58-530				
1102848	Kowalewska	aktywna	WIF.T.8240/115/90/02	2003-01-10			2003-01-28				kujawsko-pomorskie	golubsko-dobrzyński	Kowalewo Pomorskie	ul.	Chopina	3		Kowalewo Pomorskie	87-410		983540	405044	2844
1036527	Koszycka Apteka Niskich Cen	aktywna	FAKR-I.8520.1.76.2011	2011-10-28			2011-10-28				małopolskie	proszowicki	Koszyce		Rynek	5		Koszyce	32-130		244630	1214022	19253
1014311	Kosmy i Damiana	aktywna	FŁ-VII-8240-27/A/2001	2001-04-25			2001-05-09				łódzkie	kutnowski		ul.	Narutowicza	8		Kutno	99-300				
1103586	Kosmy i Damiana	aktywna	WIF.BY.4011-256/1/Z-19/09	2009-05-12			2009-05-27				kujawsko-pomorskie	Toruń	Toruń	ul.	Szumana	2		Toruń	87-100		982724	463011	22148
1150513	KOSMY I DAMIANA	aktywna	WIFG/8252/K/26/2000	2000-11-30			2000-11-30				lubuskie	żarski	Żary	ul.	Chopina	28b		Żary	68-200		988684	811021	2849
1047884	KOSMONAUTÓW	aktywna	FAPO/I/9211/9-B/93	1993-07-22			1993-08-06				WIELKOPOLSKIE	Poznań	Poznań-Stare Miasto (delegatura)	os.	Kosmonautów	15		Poznań	61-669	POZNAŃ	970224	3064059	9439
1046107	KOSMA I DAMIAN	aktywna	WIF.PO.A-82400/52/2009	2010-01-01			2010-01-01				wielkopolskie	grodziski (wielkopolskie)	Kamieniec	ul.	GŁÓWNA	28		KAMIENIEC	64-061				
1031237	Korzenna	aktywna	436/2007	2007-04-04			2007-04-04				pomorskie	Gdynia		ul.	Korzenna	19		Gdynia	81-587				
1054087	KORONNA	aktywna	WIF.PO.A.8240.1/31/2003	2003-09-05			2003-09-20				wielkopolskie	Leszno		ul.	55 PUŁKU PIECHOTY	34		LESZNO	64-100				
1167754	KORONA	aktywna	162	2000-06-06							ZACHODNIOPOMORSKIE	Szczecin	Szczecin (gmina miejska)	ul.	Bolesława Śmiałego	22	1	Szczecin	70-347	Szczecin	977976	3262011	1755
1200290	KORMED	aktywna	FARZ-DA.8520.2092.2015	2015-12-30			2016-01-14				PODKARPACKIE	lubaczowski	Lubaczów (gmina miejska)	ul.	Tadeusza Kościuszki	141		Lubaczów	37-600		972447	1809011	9582
1176351	Koralowa	aktywna	DNAiH.8520.1.95.2014	2014-06-02			2014-06-17				ŚLĄSKIE	Częstochowa	Częstochowa (gmina miejska)	ul.	Warszawska	360		Częstochowa	42-209		930868	2464011	23682
1022510	Kopernik	aktywna	FŁ-VII-4010-662/A/07/08	2008-11-13			2008-11-27				ŁÓDZKIE	Skierniewice	Skierniewice (gmina miejska)	ul.	Mikołaja Kopernika	9A		Skierniewice	96-100		976942	1063011	9282
1037630	KOPERNIK	aktywna	WIF.OL-4020-10/10	2010-05-04			2010-05-04				warmińsko-mazurskie	Olsztyn	Olsztyn	ul.	Grunwaldzka	24	13	OLSZTYN	10-124		964910	2814094	6260
1109270	Konwent OO. Bonifratrów Apteka OO. Bonifratrów	aktywna	FAA.4416/A/91	1991-12-04			1991-12-18				opolskie	prudnicki	Prudnik	ul.	Piastowska	8		Prudnik	48-200		965878	1610044	16046
1009864	Konwalia	aktywna	FAA-2928/A/91	1991-04-05			1991-04-19				ŁÓDZKIE	zgierski	Głowno (gmina miejska)	ul.	Łowicka	38A		Głowno	95-015		958714	1020011	11694
1043678	KONWALIA	aktywna	03/PA/2012	2012-03-09			2012-03-26				wielkopolskie	wolsztyński	Przemęt	ul.	CYSTERSKA	1		KASZCZOR	64-234		375384	3029012	3204
1048252	KONWALIA	aktywna	FAPO-I-911-16A/99	1999-05-18			1999-06-02				wielkopolskie	Konin	Konin	ul.	KONWALIOWA	14		KONIN	62-510		948667	3062011	9223
1102947	Konwalia	aktywna	FATO-9211/36/A-80/98	1998-12-23			1999-01-06				kujawsko-pomorskie	Toruń	Toruń	ul.	Migdałowa	15		Toruń	87-100		982724	463011	12875
1130288	KONWALIA	aktywna	WIIF.WR-I-4000/31/zezw./61/10	2010-09-23			2010-09-23				dolnośląskie	średzki	Środa Śląska	ul.	Legnicka	26/28		Środa Śląska	55-300		987348	218044	10780
1131283	KONWALIA	aktywna	FAJG-9211/K/23/96	1996-01-08			1996-01-08				dolnośląskie	bolesławiecki	Nowogrodziec		Zebrzydowa	111a		Zebrzydowa	59-730				
1139429	KONWALIA	aktywna	FAGO/9211/K/22/95/5/2000	2000-03-27			2000-03-27				lubuskie	sulęciński	Sulęcin	ul.	Kościuszki	16		Sulęcin	69-200		935759	807044	9582
1203936	KONICZYNKA II	aktywna	FŁ-1213/A/2016	2016-03-25			2016-04-13				ŁÓDZKIE	tomaszowski	Czerniewice (gmina wiejska)	ul.	Mazowiecka	62		Czerniewice	97-216		537355	1016042	12540
1026504	Koniczynka	aktywna	FŁ-890/A/2012	2012-07-05			2012-07-19				ŁÓDZKIE	tomaszowski	Tomaszów Mazowiecki (gmina wiejska)	ul.	Główna	16/18		Smardzewice	99-213		553733	1016092	5635
1047002	KONICZYNKA	aktywna	15/2008	2008-02-21			2008-02-21				WIELKOPOLSKIE	Poznań	Poznań-Jeżyce (delegatura)	ul.	Wergiliusza	2C		Poznań	60-461	POZNAŃ	969586	3064039	23871
1048109	KONICZYNKA	aktywna	FAPO-I-9211-33B B/99	1999-09-01			1999-09-01				WIELKOPOLSKIE	Poznań	Poznań-Stare Miasto (delegatura)	ul.	Powstańców Wielkopolskich	14B		Poznań	61-656	POZNAŃ	970224	3064059	17377
1160789	KONFARM	aktywna	FAA.3014/A/91	1991-04-30			1991-04-30				dolnośląskie	ząbkowicki	Ziębice	ul.	Kolejowa	24		Ziębice	57-220		984700	224064	8828
1203887	KONECKA	aktywna	WIF-KI-WSN.8520.1.6.2016	2016-04-01			2016-04-15				ŚWIĘTOKRZYSKIE	konecki	Końskie (miasto w gminie miejsko-wiejskiej)	ul.	Spółdzielcza	22		Końskie	26-200	Końskie	947136	2605034	20696
1120172	KOLSKA	aktywna	73/2012	2012-12-17			2013-01-01				wielkopolskie	kolski	Koło	ul.	3-GO MAJA	38		KOŁO	62-600				
1111270	Kolorowa Apteka w Szczekocinach	aktywna	DNAiH.8520.1.9.2013	2013-02-14			2013-02-28				śląskie	zawierciański	Szczekociny	ul.	Jana Pawła II	6		Szczekociny	42-445		932413	2416084	7120
1060621	KOLOROWA APTEKA W SEZAMIE - CENY DLA CIEBIE	aktywna	ŚLWIF.KA.8520.1.62.2012	2012-04-26			2012-04-26				śląskie	częstochowski	Częstochowa		JAGIELLOŃSKA	3	9	CZĘSTOCHOWA	42-216				
1206197	Kolorowa Apteka 	aktywna	DNA.8520.1.48.2016	2016-06-04			2016-06-20				ŚLĄSKIE	Częstochowa	Częstochowa		ul. Księżycowa	5		Częstochowa	42-216	Częstochowa			
1176704	Kolorowa Apteka	aktywna	DNAiH.8520.1.159.2014	2014-09-08			2014-09-23				ŚLĄSKIE	Częstochowa	Częstochowa (gmina miejska)	ul.	św. Rocha	250		Częstochowa	42-221		930868	2464011	18705
1196104	Kolorowa Apteka	aktywna	WIF-KI-WSN.8520.1.28.2015	2015-10-14			2015-10-28				ŚWIĘTOKRZYSKIE	jędrzejowski	Sędziszów (miasto w gminie miejsko-wiejskiej)	ul.	Dworcowa	23		Sędziszów	28-340	Sędziszów	947610	2602064	4434
1207669	Kolorowa Apteka	aktywna	FARZ-DA.8520.2187.2016	2016-07-20			2016-08-05				PODKARPACKIE	Rzeszów	Rzeszów (gmina miejska)	ul.	Podchorążych	3		Rzeszów	35-216		974133	1863011	16713
1085891	KOLOROWA	aktywna	WIF.WA.4100/127/07	2007-10-24			2007-11-09				MAZOWIECKIE	Warszawa	Ursus (dzielnica)	ul.	Kolorowa	19	137	Warszawa	02-495	Warszawa	918784	1465128	8979
1067267	KOLEJOWA	aktywna	ŚLWIF.KA-4100-202/09	2010-01-05			2010-01-05				śląskie	raciborski			KOLEJOWA	20		RACIBÓRZ	47-400				
1065204	KOLEGIALNA	aktywna	ŚLWIF.KA.8520.1.198.2011	2011-12-29			2011-12-29				śląskie	raciborski	Krzyżanowice		TWORKOWSKA	5		KRZYŻANOWICE	47-450		215500	2411042	23217
1028671	Kolbudzka	aktywna	WIIF-GD/9211/A-312/99	1999-06-01			1999-06-01				POMORSKIE	gdański	Kolbudy (gmina wiejska)	ul.	Staromłyńska	2B		Kolbudy	83-050		163950	2204032	20958
1031148	Kociewska	aktywna	416/2007	2007-02-07			2007-02-07				POMORSKIE	tczewski	Gniew (miasto w gminie miejsko-wiejskiej)	ul.	Mikołaja Kopernika	8A		Gniew	83-140		934470	2214024	9282
1175605	KOCANKA	aktywna	47/2014	2014-05-27			2014-06-10				WIELKOPOLSKIE	Poznań	Poznań-Wilda (delegatura)	ul.	28 CZERWCA 1956	261		Poznań	61-485	POZNAŃ	970448	3064069	
1069942	KNECHTEL STARA  APTEKA	aktywna	ŚLWIF.KA-8240-37/02	2002-01-22			2002-01-22				śląskie	Świętochłowice	Świętochłowice		KATOWICKA	11		ŚWIĘTOCHŁOWICE	41-600		943724	2476011	8206
1160164	KŁODZKA	aktywna	WIIF.WR-I-8240/42/zezw./17/01/02	2002-01-18			2002-01-18				dolnośląskie	kłodzki	Kłodzko	ul.	Tadeusza Kościuszki	13		Kłodzko	57-300				
1193420	KLINIKA PSYCHIATRYCZNA I TERAPII UZALEŻNIEŃ WOLMED JOANNA WYSOGLĄD-WOLNIAK	aktywna	FŁ-II.8540.12.2014	2014-12-09			2014-12-25				ŁÓDZKIE	bełchatowski	Szczerców (gmina wiejska)			1A		Dubie	97-420		553035	1001072	
1122360	Klinika Nova Sp. z o.o. Szpital	aktywna	OWIF.8540.1.1.2014	2014-01-03			2014-01-17				opolskie	kędzierzyńsko-kozielski	Kędzierzyn-Koźle	ul.	Kłosowa	7		Kędzierzyn-Koźle	47-206		965424	1603011	8633
